primary_title,production_budget,domestic_gross,worldwide_gross,net_revenue
Fantasia,2280000.0,83320000.0,83320000.0,81040000.0
Friday the 13th Part 3,2250000.0,36690067.0,36690067.0,34440067.0
The French Connection,2200000.0,41158757.0,41158757.0,38958757.0
Friday the 13th Part V: A New Beginning,2200000.0,21930418.0,21930418.0,19730418.0
The Last Sin Eater,2200000.0,388390.0,388390.0,-1811610.0
Impact Point,2200000.0,0.0,0.0,-2200000.0
The Valley of Decision,2160000.0,9132000.0,9132000.0,6972000.0
Chicken Tikka Masala,2160000.0,0.0,37865.0,-2122135.0
Jack Brooks: Monster Slayer,2150000.0,0.0,0.0,-2150000.0
The Best Years of Our Lives,2100000.0,23600000.0,23600000.0,21500000.0
Bully,2100000.0,881824.0,1381824.0,-718176.0
Elling,2100000.0,313436.0,313436.0,-1786564.0
Mi America,2100000.0,3330.0,3330.0,-2096670.0
[Rec],2100000.0,0.0,23266821.0,21166821.0
Infected,2100000.0,0.0,0.0,-2100000.0
Lies in Plain Sight,2100000.0,0.0,0.0,-2100000.0
The Timber,2100000.0,0.0,0.0,-2100000.0
Sharkskin,2100000.0,0.0,0.0,-2100000.0
Courageous,2000000.0,34522221.0,35185884.0,33185884.0
From Russia With Love,2000000.0,24800000.0,78900000.0,76900000.0
Mad Max 2: The Road Warrior,2000000.0,24600832.0,24600832.0,22600832.0
Notorious,2000000.0,24464742.0,24464742.0,22464742.0
In the Heat of the Night,2000000.0,24379978.0,24407647.0,22407647.0
Sleeper,2000000.0,18344729.0,18344729.0,16344729.0
Everything You Always Wanted to Know,2000000.0,18016290.0,18016290.0,16016290.0
It Follows,2000000.0,14674077.0,23250755.0,21250755.0
Eighth Grade,2000000.0,13539710.0,14341016.0,12341016.0
To Kill A Mockingbird,2000000.0,13129846.0,13129846.0,11129846.0
Silent House,2000000.0,12739737.0,16610760.0,14610760.0
Boys Don't Cry,2000000.0,11540607.0,20741000.0,18741000.0
Das Leben der Anderen,2000000.0,11284657.0,81197047.0,79197047.0
Hardcore Henry,2000000.0,9252038.0,17187434.0,15187434.0
Lolita,2000000.0,9250000.0,9250000.0,7250000.0
Boom Town,2000000.0,9172000.0,9172000.0,7172000.0
Gentleman's Agreement,2000000.0,7800000.0,7800000.0,5800000.0
The Hustler,2000000.0,7600000.0,7600000.0,5600000.0
Witchboard,2000000.0,7369373.0,7369373.0,5369373.0
Les Triplettes de Belleville,2000000.0,7301288.0,17403168.0,15403168.0
Smoke Signals,2000000.0,6719300.0,7756617.0,5756617.0
Winter's Bone,2000000.0,6531503.0,16131551.0,14131551.0
Meet the Mormons,2000000.0,6047363.0,6049171.0,4049171.0
American Splendor,2000000.0,6003587.0,8685632.0,6685632.0
The Florida Project,2000000.0,5904366.0,11295324.0,9295324.0
All Saints,2000000.0,5802208.0,5941994.0,3941994.0
Before Sunset,2000000.0,5792822.0,11217346.0,9217346.0
Amores Perros,2000000.0,5383834.0,20883834.0,18883834.0
Thirteen,2000000.0,4601043.0,9505996.0,7505996.0
Touching the Void,2000000.0,4593598.0,15396525.0,13396525.0
Inside Job,2000000.0,4311834.0,7799257.0,5799257.0
Alexander's Ragtime Band,2000000.0,4000000.0,4000000.0,2000000.0
Me and You and Everyone We Know,2000000.0,3885134.0,9615464.0,7615464.0
We Are Your Friends,2000000.0,3591417.0,10153415.0,8153415.0
Harsh Times,2000000.0,3337931.0,6225304.0,4225304.0
Ghost Dog: The Way of the Samurai,2000000.0,3330230.0,10672492.0,8672492.0
Captive,2000000.0,2583301.0,2791973.0,791973.0
Full Frontal,2000000.0,2512846.0,3438804.0,1438804.0
Hearts Beat Loud,2000000.0,2386254.0,2420962.0,420962.0
The Resurrection of Gavin Stone,2000000.0,2303792.0,2303792.0,303792.0
Waltz with Bashir,2000000.0,2283849.0,13912289.0,11912289.0
Strangers with Candy,2000000.0,2072645.0,2077844.0,77844.0
Night on Earth,2000000.0,2015000.0,2022893.0,22893.0
Nemesis,2000000.0,2001124.0,2001124.0,1124.0
Shortbus,2000000.0,1985292.0,1985292.0,-14708.0
Son of Rambow: A Home Movie,2000000.0,1785505.0,11263263.0,9263263.0
"The Book of Mormon Movie, Volume 1: The Journey",2000000.0,1660865.0,1660865.0,-339135.0
Hamlet,2000000.0,1577287.0,2419669.0,419669.0
The Diary of a Teenage Girl,2000000.0,1477002.0,2279959.0,279959.0
No End In Sight,2000000.0,1433319.0,1433319.0,-566681.0
Locke,2000000.0,1370646.0,2088390.0,88390.0
Get Real,2000000.0,1152411.0,1152411.0,-847589.0
In the Shadow of the Moon,2000000.0,1134358.0,2175587.0,175587.0
Meek's Cutoff,2000000.0,977772.0,1869928.0,-130072.0
The Babadook,2000000.0,950792.0,7482387.0,5482387.0
Inside Deep Throat,2000000.0,691880.0,691880.0,-1308120.0
Dinner Rush,2000000.0,638227.0,1075504.0,-924496.0
The Virginity Hit,2000000.0,636706.0,636706.0,-1363294.0
Clockwatchers,2000000.0,537948.0,539961.0,-1460039.0
Subway,2000000.0,390659.0,1663296.0,-336704.0
House of D,2000000.0,388532.0,466106.0,-1533894.0
Teeth,2000000.0,347578.0,2350641.0,350641.0
Stonewall,2000000.0,304602.0,304602.0,-1695398.0
Sherrybaby,2000000.0,199176.0,759504.0,-1240496.0
The Last Five Years,2000000.0,147299.0,205298.0,-1794702.0
Six-String Samurai,2000000.0,134624.0,134624.0,-1865376.0
Hum to Mohabbt Karega,2000000.0,121807.0,121807.0,-1878193.0
It's All Gone Pete Tong,2000000.0,120620.0,2226603.0,226603.0
Saint John of Las Vegas,2000000.0,102645.0,102645.0,-1897355.0
24 7: Twenty Four Seven,2000000.0,72544.0,72544.0,-1927456.0
Pump,2000000.0,72277.0,72277.0,-1927723.0
Roadside Romeo,2000000.0,55202.0,2046090.0,46090.0
Eureka,2000000.0,49388.0,76654.0,-1923346.0
Lost River,2000000.0,45431.0,2009644.0,9644.0
This Thing of Ours,2000000.0,37227.0,37227.0,-1962773.0
Knock Knock,2000000.0,36336.0,6328516.0,4328516.0
Growing up Smith,2000000.0,35312.0,35312.0,-1964688.0
Super Capers,2000000.0,30955.0,30955.0,-1969045.0
Return of the Living Dead 3,2000000.0,21000.0,21000.0,-1979000.0
The Missing Person,2000000.0,17896.0,17896.0,-1982104.0
The First Time,2000000.0,17061.0,17061.0,-1982939.0
London,2000000.0,12667.0,12667.0,-1987333.0
Circle,2000000.0,10024.0,10024.0,-1989976.0
Eden Lake,2000000.0,7321.0,4294373.0,2294373.0
Jerusalema,2000000.0,7294.0,10679.0,-1989321.0
Say Uncle,2000000.0,5361.0,5361.0,-1994639.0
Plush,2000000.0,3080.0,28864.0,-1971136.0
The Ghastly Love of Johnny X,2000000.0,2436.0,2436.0,-1997564.0
Lesbian Vampire Killers,2000000.0,0.0,3620902.0,1620902.0
Grave Encounters,2000000.0,0.0,2151887.0,151887.0
Bone Tomahawk,2000000.0,0.0,475846.0,-1524154.0
Freeze Frame,2000000.0,0.0,105377.0,-1894623.0
Stitches,2000000.0,0.0,63555.0,-1936445.0
"To Be Frank, Sinatra at 100",2000000.0,0.0,926.0,-1999074.0
Bananas,2000000.0,0.0,0.0,-2000000.0
Nine Dead,2000000.0,0.0,0.0,-2000000.0
No Man's Land: The Rise of Reeker,2000000.0,0.0,0.0,-2000000.0
Rockaway,2000000.0,0.0,0.0,-2000000.0
Wings,2000000.0,0.0,0.0,-2000000.0
The Lady from Shanghai,2000000.0,0.0,0.0,-2000000.0
Straight A's,2000000.0,0.0,0.0,-2000000.0
The Legend of Hellâs Gate: An American Conspiracy,2000000.0,0.0,0.0,-2000000.0
Highway,2000000.0,0.0,0.0,-2000000.0
Small Apartments,2000000.0,0.0,0.0,-2000000.0
Coffee Town,2000000.0,0.0,0.0,-2000000.0
Lucky Dog,2000000.0,0.0,0.0,-2000000.0
Pendulum,2000000.0,0.0,0.0,-2000000.0
A Funny Thing Happened on the Way to the Forum,2000000.0,0.0,0.0,-2000000.0
Slacker Uprising,2000000.0,0.0,0.0,-2000000.0
The Walking Deceased,2000000.0,0.0,0.0,-2000000.0
True Bromance,2000000.0,0.0,0.0,-2000000.0
The Curse of Downers Grove,2000000.0,0.0,0.0,-2000000.0
Wind Walkers,2000000.0,0.0,0.0,-2000000.0
The Dog Lover,2000000.0,0.0,0.0,-2000000.0
Shark Lake,2000000.0,0.0,0.0,-2000000.0
Buried,1987650.0,1044143.0,21270290.0,19282640.0
The Marine 4,1950000.0,0.0,0.0,-1950000.0
River's Edge,1900000.0,4600000.0,4600000.0,2700000.0
Man on Wire,1900000.0,2962242.0,5617067.0,3717067.0
Nowhere Boy,1900000.0,1445366.0,7785229.0,5885229.0
Northfork,1900000.0,1420578.0,1445140.0,-454860.0
Brotherly Love,1900000.0,478595.0,478595.0,-1421405.0
Submarine,1900000.0,467602.0,4581937.0,2681937.0
The Square,1900000.0,406216.0,740932.0,-1159068.0
ABCD (Any Body Can Dance),1900000.0,222098.0,10137234.0,8237234.0
Chacun sa nuit,1900000.0,18435.0,139317.0,-1760683.0
Stranded,1900000.0,0.0,285593.0,-1614407.0
Vaalu,1900000.0,0.0,12444.0,-1887556.0
The Last Exorcism,1800000.0,41034350.0,70165900.0,68365900.0
Carrie,1800000.0,25878153.0,25878153.0,24078153.0
A Nightmare on Elm Street,1800000.0,25504513.0,25504513.0,23704513.0
Beasts of the Southern Wild,1800000.0,12795746.0,23265132.0,21465132.0
Dr. Strangelove,1800000.0,9164370.0,9230678.0,7430678.0
Battle for the Planet of the Apes,1800000.0,8800000.0,8800000.0,7000000.0
A Streetcar Named Desire,1800000.0,8000000.0,8000000.0,6200000.0
Hang 'em High,1800000.0,6800000.0,6800000.0,5000000.0
El crimen de padre Amaro,1800000.0,5719000.0,5719000.0,3919000.0
Songcatcher,1800000.0,3050934.0,3050934.0,1250934.0
Higher Ground,1800000.0,841056.0,842693.0,-957307.0
POM Wonderful Presents: The Greatest Movie Ever Sold,1800000.0,638476.0,783733.0,-1016267.0
Travellers and Magicians,1800000.0,506793.0,1322161.0,-477839.0
Ed and his Dead Mother,1800000.0,673.0,673.0,-1799327.0
Deadline,1800000.0,0.0,0.0,-1800000.0
Sublime,1800000.0,0.0,0.0,-1800000.0
Dysfunctional Friends,1800000.0,0.0,0.0,-1800000.0
Independence Daysaster,1800000.0,0.0,0.0,-1800000.0
Against the Wild,1800000.0,0.0,0.0,-1800000.0
Beginnerâs Guide to Sex,1800000.0,0.0,0.0,-1800000.0
Lola rennt,1750000.0,7267324.0,22879194.0,21129194.0
May,1750000.0,145540.0,634803.0,-1115197.0
I Spit on Your Grave,1750000.0,93051.0,1278471.0,-471529.0
Living Dark: The Story of Ted the Caver,1750000.0,0.0,0.0,-1750000.0
In the Bedroom,1700000.0,35930604.0,42137871.0,40437871.0
La misma luna,1700000.0,12590147.0,23271741.0,21571741.0
Conquest of the Planet of the Apes,1700000.0,9700000.0,9700000.0,8000000.0
The Lunchbox,1700000.0,4231500.0,12231500.0,10531500.0
Grace Unplugged,1700000.0,2507159.0,2507159.0,807159.0
"Happy, Texas",1700000.0,2039192.0,2891228.0,1191228.0
Saul fia,1700000.0,1777043.0,9696537.0,7996537.0
My Summer of Love,1700000.0,1000915.0,4727375.0,3027375.0
Yes,1700000.0,396035.0,661221.0,-1038779.0
Braid,1660000.0,0.0,80745.0,-1579255.0
From Here to Eternity,1650000.0,30500000.0,30500000.0,28850000.0
You Can't Take It With You,1644000.0,4000000.0,4000000.0,2356000.0
Foolish,1600000.0,6026908.0,6026908.0,4426908.0
She Wore a Yellow Ribbon,1600000.0,5400000.0,5400000.0,3800000.0
The Conversation,1600000.0,4420000.0,4420000.0,2820000.0
N-Secure,1600000.0,2595644.0,2595644.0,995644.0
Sukkar banat,1600000.0,1060591.0,14253760.0,12653760.0
Out of the Dark,1600000.0,419428.0,419428.0,-1180572.0
Bubble,1600000.0,145382.0,145382.0,-1454618.0
Dil Jo Bhi Kahey...,1600000.0,129319.0,129319.0,-1470681.0
Mississippi Mermaid,1600000.0,27795.0,2627795.0,1027795.0
Two Night Stand,1600000.0,15600.0,868081.0,-731919.0
I Love Your Work,1600000.0,3264.0,3264.0,-1596736.0
The Kingâs Thief,1577000.0,0.0,0.0,-1577000.0
Insidious,1500000.0,54009150.0,99870886.0,98370886.0
Moonlight,1500000.0,27854931.0,65245512.0,63745512.0
Cabin Fever,1500000.0,21158188.0,30351664.0,28851664.0
Waitress,1500000.0,19097550.0,22217183.0,20717183.0
Kickboxer,1500000.0,14533681.0,14533681.0,13033681.0
Bloodsport,1500000.0,11806119.0,11806119.0,10306119.0
Mr. Smith Goes To Washington,1500000.0,9000000.0,9000000.0,7500000.0
Unsane,1500000.0,7690044.0,14244931.0,12744931.0
Kids,1500000.0,7412216.0,20412216.0,18912216.0
The Squid and the Whale,1500000.0,7372734.0,11191423.0,9691423.0
Kissing Jessica Stein,1500000.0,7025722.0,9345061.0,7845061.0
Spellbound,1500000.0,7000000.0,7000000.0,5500000.0
Dawn of the Dead,1500000.0,5100000.0,55000000.0,53500000.0
Exotica,1500000.0,5046118.0,5046118.0,3546118.0
The To Do List,1500000.0,3491669.0,4128828.0,2628828.0
The Gatekeepers,1500000.0,2408553.0,2592308.0,1092308.0
Buffalo '66,1500000.0,2380606.0,2380606.0,880606.0
Repo Man,1500000.0,2300000.0,2300000.0,800000.0
Iâm Not Ashamed,1500000.0,2082980.0,2082980.0,582980.0
Blood Simple,1500000.0,1690913.0,2730877.0,1230877.0
Nueve Reinas,1500000.0,1222889.0,12412889.0,10912889.0
